source_site,category_url,article_url,article_title,article_published_at,article_views,comment_index,comment,author,comment_date,likes,dislikes,scraped_at,sentiment
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,1,"Цялата секта на Петрохан, веднага! В резерват! Коментиран от #28",Пълен Провал,10.04.2026 14:44,51,17,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,2,СТЕ. ЗАПОЧНА СЕ ПРИ КИРО ТРЪПОТО. ТИ МЪНИЧКО СИ ПО ДОБЪР. НО НЕ СИ ИСТИНСКИ. ДНЕС ЕДНО УТРЕ ДРУГО. И СТИГА С ТОЗИ РАДЕВ. НЕ ТОЙ А ВИЕ СТЕ ПОРОЧНИТЕ. И ТОЙ АКО Е ТОЧЕН НИКОГА НЯМА ДА ВИ ПРОСТИ,МЛАДЕЖ ОПОРУЧЕНИ,10.04.2026 14:46,31,14,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,3,"Асен Василев вдигна пенсиите на хората, а Бойко им подмяташе по 50 лв от джипката. Коментиран от #51",Оня с Фалконя,10.04.2026 14:46,29,39,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,4,"Ааа, Асенка, прав си, че проблемът с цените и доходите става голям, ама ти си съставна част от него и можеш да допринесеш за решаването му, само ако се изметеш на момента",Гейчо Василев,10.04.2026 14:47,45,16,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,5,"То е ясно , че доходите МОГАТ да се вдигнат и да се прекъсне СПЕКУЛАТА ! Въпросът е : ЩЕ ГО НАПРАВИТЕ ЛИ ?",Факти,10.04.2026 14:47,32,9,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,6,Защото е сигурно че на него такъв му липсва,Този само в мъжките големи пакети гледа,10.04.2026 14:48,26,13,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,7,"Ако някой ви излъже веднъж - срамът е за него, ако същият човек ви излъже втори път по един и същи начин - срамът е за вас... Мислете преди да гласувате!",Мда,10.04.2026 14:49,41,9,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,8,Скапан измамник марш в затвора гад,ГЕРБ,10.04.2026 14:49,26,18,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,9,"Точно пък ти не го вдигаш, девойко !",007 /агент/,10.04.2026 14:50,28,10,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,10,"Всичко е наред в България, няма инфлация, можем да изпращаме млн. евраци на бандерите и язовците.",Кухоглава шекелка,10.04.2026 14:51,21,17,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,12,Напред и навътре с ППДБ-ЛГБТ. Коментиран от #18,Розовото пони Денкоф 🌈🦄,10.04.2026 14:52,27,15,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,13,имаш ли нещо за вдигане или и то е ампутирано като мозъка ти.Хасковски бек.,Аве Госпожа,10.04.2026 14:53,32,13,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,14,"Тоя си мисли, че народната песен ""Девойко мари хубава"" е писана специално за него...",АГАТ а Кристи,10.04.2026 14:55,20,12,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,15,Освен това увеличението на доходите ако не е свързано с повишаване на производителността на труда няма от къде другаде да дойде а от заеми. Явно за такъв пакет говориш. Но заемите трябва да се връщат което обрича следващите поколения на мизерия и бедност и дори на рабство . Нищо чудно пакистанците вече са тука.,Като увеличаваш доходите става инфлация,10.04.2026 14:55,28,9,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,16,Искам да кажа че ние ще си вдигнем доходите а за вас ще има голям пакет от Киро на парапета но първо се подмийте,Асен Василев,10.04.2026 14:56,18,11,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,18,"До коментар #12 от ""Розовото пони Денкоф 🌈🦄"": Напълно съм съгласен с вас, госпожо.",Мирчев нискочелия селянин,10.04.2026 14:59,20,8,2026-04-11 17:24:00,Positive
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,19,"Сopocнята твърди, че след влизането в еврозоната цените са се стабилизирали, нямало вече инфлация, а асанчо щях да ги овладява! Реторичния въпрос е кой лъже в случая?",от къдя на къдя,10.04.2026 14:59,24,9,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,20,"НАПЪВАМ ГО НА ЗАДНА ПРАШКА ,А ИН МИ РЕЧИ АРЕ МОЛИМ ТЕ ИЗКАРАЙ ГО АМА ПО НАВЪТРЕ.",ДОКОПАХ ТОЯ НА КЕНАНА В ГОРИЧКАТА,10.04.2026 14:59,19,9,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,21,"Ще вдигнете бабината си! Като бяхте с брадатия канадец,защо не ги вдигнахте?! От вашето кривителство започна масовото обедняване на хората в страната.Кирчо си хвана гащите и изчезна от политиката,време ти е и на тебе да се чупиш от нея.",имаджин,10.04.2026 15:00,25,8,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,23,"Тоя още не може да оправдае тия 18 милиарда за какво са похарчени и четири години загуби времето на Българите само с лъжи. Тук написа много правилно номер 7 ,че видяхме им лъжите и ако искаме пак да ни лъжат гладувайте пак за тях . Ония КЕШ е същото недоразумение, последните 4 години говори едни и същи глупости и буквално нарочно подписа такъв гаден договор за да ни набута пак да купуваме руски газ, на ушким щял бъде азерския.",Анджо,10.04.2026 15:03,16,11,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,24,"Много трудно е да обясниш това на прости хора, Асене. Виж коментарите. Само мисирки, плюят, пишат за педофили, нямат капка мозък. Тиквата го каза :лош материал Коментиран от #26",Мата Хари,10.04.2026 15:03,12,20,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,25,Аз вярвам на Асен. Те и съдружниците му ... вярваха.,Сапунджиев,10.04.2026 15:04,19,7,2026-04-11 17:24:00,Positive
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,26,"До коментар #24 от ""Мата Хари"": Ти любовницата с иска на Асен ли си?",Гост,10.04.2026 15:07,13,8,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,27,Тоя няма ли да се махне? Писна ми от него. Нещастник.,Гост,10.04.2026 15:07,22,10,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,28,"До коментар #1 от ""Пълен Провал"": Лама Петрохан Педофил Жълтопаветници ,и децата разбраха че това са опорните точки на Пеевскоборисовата ОПГ. Коментиран от #50",Толкова просто,10.04.2026 15:09,14,15,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,30,"100 милиона за ""бизнеса"", а 20 милиона за 6,5 милиона население! Ето, това е либералната политика на сегашното соросоидно правителство. Който пее такива политкоректни кретенщини, е по безмозъчен от египетска мумия. Народа вече е много гневен на всички политически толупи. И такива малоумни писания го правят още по гневен, и ще го изкарат по улиците още по бързо!!! Е да видите, когато акъл дават тъпаци, които са Харвард, или Урсула образовани. 40% повишено каско от вчера, само за година. Юли 2025 фирма ми повиши услугите и тя с 40%. Домати 5 юро, агнешко миналата година 16 лв., тази 20 юрошита. Масло миналата година преди юрошита 4.70 лв., тази година над 9 лв. За ток и студена вода не говорим повишения, те не влизат в статистиката. Двоен ценови шок, прием Юрошит и криза горива. Представител на Територията в ЕЦБ. Да му мислят банковите служители, които не подкрепиха протестите срещу Юрошита. Окончателно ни заробиха, за разлика от Полша, че и цифров става. От въвеждането на евраците няма никаква инфлация! Тъй говореха Боко, Ампарцумян, знайни и незнайни есперти и много ментъраджии и шмекери. Излъгаха народа и трябва да бъдат изритани отзаде на изборите!",Горски,10.04.2026 15:20,13,9,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,31,"""Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет"" - и като въведете Нексото? А после пак ще се прегърнете с Делянчо и Тиквоча?",крадци на милиарди,10.04.2026 15:24,13,9,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,32,"Като чета коментарите, тоя народ си заслужава ГЕРБ и 150 евро пенсия.",бфбж,10.04.2026 15:27,11,19,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,33,"Антикризисния пакет, ако включва заем, не ни го предлагайте, а ако не включва заем, вероятно ще го предложат и другите партии.",Айше,10.04.2026 15:29,12,7,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,34,"Oooooo, вдигането на доходите с помощта на огромни външни заеми е коронният номер на кръглата Ло е на топ чи ца, всички го знаем😂😂😂 Интересен ще е цирковият фокус с антикризисния розов пакет.....аааааа, сетих се - пак ще се вземат заеми, паричките ще се опаковат в пакетчета и ще бъдат раздадени антикризисно. После, след отчисленията от 30% джобни, розовите понита дружно ще отлетят за островите в топлите морета, където с кеф ще си ги похарчат! Гениално, нали?",Тити на Кака,10.04.2026 15:33,17,8,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,35,"не можете вие ! За гербаджиите сте немогачи, за Радев сте шарлатани, а за Народа сте и двете !",Нищо,10.04.2026 15:34,18,8,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,36,"С едни 20 млрд евро нов дълг една година ще поживеете прилично, преди да си изпратите децата при западните господари да им мият задниците.",000,10.04.2026 15:39,16,8,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,37,"При положение ,че ви управляват същите като в просия е нормално и всичко в икономиката на бг да е като в просия.....Путин е изправен пред криза в търговията на дребно: 40% от магазините са застрашени от затварянеДокато войната в Украйна поглъща ресурси, а санкциите намаляват приходите, кризата вече засяга търговския сектор на страната. Бизнесът под напрежение Секторът на търговията на дрехи в Русия преживява рязък спад, като до 40% от магазините са изложени на риск от затваряне до 2026 г., според представители на индустрията, Търговците на дребно казват, че намаляващото търсене, нарастващите наеми, по-високите данъци и конкуренцията от онлайн платформите тежат силно върху пазара.Същото е положението и в бг на база Осигурителна тежест и нова минимална заплата!Разликата между бг и просия е в бг уж няма война..........това са лъжи и хвърляне на пожелания.Няма как да стане с еднии същи хора да се предизвикат кризи и същите да ги преодоляват.Историята доказва -едни се раждат крадци и убийци ,а другите са работливи ,смирени и градивни!Не може едни и същи да са и двете!Докато не се разкрие истината за ктб,докато не се разкрие истината за пирамидите и банките,за хиперинфлацията нищо няма да се промени тук.Колкото в просия върви икономиката толкова и тук!Едни и същи за крадлъовците!!!",дядо дръмпир-КТБ,10.04.2026 15:46,6,7,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,38,"Асене помним 8млрд на година отгоре ако не е ГЕРБ. Е 8 милиарда отгоре не видяхме, но 9 милиарда за две седмици видяхме, за вдигане на инфлацията. И какво стана от всичко сега покупателната възможност е по-ниска сравнение с 2020 година при лошия Бойко. Само че при Бойко всяка година имаше финансов излишък и се натрупваха буфери, които ти и тях опоска та магистрала Хемус още е до никъде и добре, че беше последната година та започна да се строи пак. На двойни цени заради теб и хомо бандюгите ти. Е поне вече в Гърция не ни е скъпо, защото цените се изравниха. Даже хората ходят до Гърция да си пазаруват, че някои неща са по-евтини. Моля те изчезни биеш всички по противност даже и Станишев.",Един не-трол,10.04.2026 15:46,13,7,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,39,Големият пакет на Клецов е за мен. А за вас един още по-голям антикризисен пакет!,Асан Насилев,10.04.2026 15:49,15,6,2026-04-11 17:24:00,Positive
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,40,"Тия дето теглят най-големите заеми и имаха най-големия администрационен апарат, с най-много външни съветници и най много НПО-та.. Те ще оправят държавата.. Мдобре",Баце ЕООД,10.04.2026 15:57,14,6,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,41,"Вече и добре да лъжеш не можеш ! Дали има още наивни глупаци които да вярват в Дядо Мраз на ППДБ ? Коментиран от #45 , #56",АЗ БЕЗПАРТИЙНИЯТ ДЕМОКРАТ,10.04.2026 15:57,18,6,2026-04-11 17:24:00,Negative
