source_site,category_url,article_url,article_title,article_published_at,article_views,comment_index,comment,author,comment_date,likes,dislikes,scraped_at,sentiment
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717533-za-kupuvane-na-glasove-obshtinski-savetnik-i-chlen-na-sik-sa-arestuvani,За купуване на гласове: Общински съветник и член на СИК са арестувани,11.04.2026 | 07:10 ч.,,23,И за коя партия копуват,Кибик,преди 5 часа,2,0,2026-04-11 17:04:41,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali,Мащабна акция срещу купения вот в Монтанско: Иззеха документи на починали,10.04.2026 | 13:00 ч.,,16,"А защо продължават да се водят имоти, коли, сметки за парно, ток и вода на името на ПОЧИНАЛИ хора???",1,преди 23 часа,4,1,2026-04-11 17:04:47,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali,Мащабна акция срещу купения вот в Монтанско: Иззеха документи на починали,10.04.2026 | 13:00 ч.,,15,"вчера филолог, днеска спортното в монтана, люлинския шебек е всестранно развита личност. междувременно за един следобед полицейското управление в сарасота е хванало квотата на българските милиционери за изтеклата седмица.",анонимен,преди 23 часа,2,2,2026-04-11 17:04:47,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali,Мащабна акция срещу купения вот в Монтанско: Иззеха документи на починали,10.04.2026 | 13:00 ч.,,14,"До: анонименчичангелес, ти си педесе годишен люлински морук, нема как човека с мустаците да ти е предавал в спортното. тънко отадминистрирай З да не е е абаротнае че направа падладявамь",анонимен,преди 23 часа,1,2,2026-04-11 17:04:47,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali,Мащабна акция срещу купения вот в Монтанско: Иззеха документи на починали,10.04.2026 | 13:00 ч.,,13,"До: анонимен....13 ...Ти колко поэнаваш кмета на Монтана? Щото аэ го поэнавам горе долу. Беше ми учител по история 4 г. и 2 г. директор, в спортното. И не съм на твоето мнение",анонимен,преди 1 ден,2,1,2026-04-11 17:04:50,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali,Мащабна акция срещу купения вот в Монтанско: Иззеха документи на починали,10.04.2026 | 13:00 ч.,,12,"ППДБ яко ги е подсирило, че пеевски ше им вземе северозапада и думкат сензации и с двете цеви. последния път заради тех станахме клиенти на росатом, да видиме след следващата окъкана показна акция дали нема да станеме клиенти и на тюрк телеком",анонимен,преди 1 ден,4,1,2026-04-11 17:04:50,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali,Мащабна акция срещу купения вот в Монтанско: Иззеха документи на починали,10.04.2026 | 13:00 ч.,,11,"До: анонимен7 кметовете на враца и монтана са от ДСи са от кой им кажат, че са.",анонимен,преди 1 ден,2,3,2026-04-11 17:04:50,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali,Мащабна акция срещу купения вот в Монтанско: Иззеха документи на починали,10.04.2026 | 13:00 ч.,,10,"До: анонимен10 прибират рецетата от махалите , съветват ги и го отчитат като борба с купените гласове. там къде са намирали пищаци и ганджа намират пищаци и ганджа. нашия пише 60% рейтинг и успешни мисии, като се едно играе на света на танкувити, и пъчи, щото иначе хората ше почнат да питат кво стана със знаковите разследвания и къде е пепи еврото.",анонимен,преди 1 ден,3,1,2026-04-11 17:04:50,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali,Мащабна акция срещу купения вот в Монтанско: Иззеха документи на починали,10.04.2026 | 13:00 ч.,,9,"Този МВР шеф вече просто кърти *** с показните си изпълнения. След фризьорките, магазинерките и лихварите сега е редът на починалите. Как да разбере милиционерската му кратуна, че картата на починал автоматично става невалидна след смъртта му и няма как да се използва за каквото и да било. Въпрос на елементарна проверка е.",анонимен,преди 1 ден,3,7,2026-04-11 17:04:50,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali,Мащабна акция срещу купения вот в Монтанско: Иззеха документи на починали,10.04.2026 | 13:00 ч.,,8,Значи много добре са ги знаели преди това...,анонимен,преди 1 ден,12,2,2026-04-11 17:04:50,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali,Мащабна акция срещу купения вот в Монтанско: Иззеха документи на починали,10.04.2026 | 13:00 ч.,,7,кметовете на враца и монтана са от герб,анонимен,преди 1 ден,6,2,2026-04-11 17:04:50,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali,Мащабна акция срещу купения вот в Монтанско: Иззеха документи на починали,10.04.2026 | 13:00 ч.,,6,Поръчителя е важно да се хване не само посредника. Те тия са като бушони и ги сменят.,анонимен,преди 1 ден,7,2,2026-04-11 17:04:50,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali,Мащабна акция срещу купения вот в Монтанско: Иззеха документи на починали,10.04.2026 | 13:00 ч.,,5,До 1 Какво против читалищата имаш?,анонимен,преди 1 ден,1,0,2026-04-11 17:04:50,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali,Мащабна акция срещу купения вот в Монтанско: Иззеха документи на починали,10.04.2026 | 13:00 ч.,,4,И тримата ли са шведи?,анонимен,преди 1 ден,8,0,2026-04-11 17:04:50,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali,Мащабна акция срещу купения вот в Монтанско: Иззеха документи на починали,10.04.2026 | 13:00 ч.,,3,"абе много акции станаха , дано не объркат да арестуват некой от наще",румен и асенчо,преди 1 ден,6,4,2026-04-11 17:04:52,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali,Мащабна акция срещу купения вот в Монтанско: Иззеха документи на починали,10.04.2026 | 13:00 ч.,,2,": , , ; . кой разбрал разбрал",читалище заря,преди 1 ден,2,1,2026-04-11 17:04:52,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717491-mashtabna-aktsiya-sreshtu-kupeniya-vot-v-montansko-izzeha-dokumenti-na-pochinali,Мащабна акция срещу купения вот в Монтанско: Иззеха документи на починали,10.04.2026 | 13:00 ч.,,1,"къде, от кой, колко, какво ... тиеа читалищната журналистика. ""един човек каза че евентуално ако може защото би трябвало може би окончателно ...",Билян Борисов,преди 1 ден,6,0,2026-04-11 17:04:52,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717461-srokat-za-otstranyavaneto-na-greshki-v-izbiratelnite-spisatsi-izticha-na-11-april,Срокът за отстраняването на грешки в избирателните списъци изтича на 11 април,10.04.2026 | 07:25 ч.,,5,;)))) elektronno pravitelstvo...,анонимен,преди 16 часа,1,0,2026-04-11 17:04:54,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717461-srokat-za-otstranyavaneto-na-greshki-v-izbiratelnite-spisatsi-izticha-na-11-april,Срокът за отстраняването на грешки в избирателните списъци изтича на 11 април,10.04.2026 | 07:25 ч.,,4,"К'ви грешки баце? Вчера по новините казаха, че 6.5 мил. имали право да гласуват!!! Смятай к'во се случва? Докато не се въведе активна регистрация ниц оправия!",Батя ви,преди 21 часа,0,0,2026-04-11 17:04:54,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717461-srokat-za-otstranyavaneto-na-greshki-v-izbiratelnite-spisatsi-izticha-na-11-april,Срокът за отстраняването на грешки в избирателните списъци изтича на 11 април,10.04.2026 | 07:25 ч.,,3,"а може ли още да се гласува с лична карта, снимана на телефона?",анонимен,преди 1 ден,0,0,2026-04-11 17:04:54,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717461-srokat-za-otstranyavaneto-na-greshki-v-izbiratelnite-spisatsi-izticha-na-11-april,Срокът за отстраняването на грешки в избирателните списъци изтича на 11 април,10.04.2026 | 07:25 ч.,,2,отстранете най голямата грешка - прогресиста румен,абе,преди 1 ден,0,0,2026-04-11 17:04:54,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717461-srokat-za-otstranyavaneto-na-greshki-v-izbiratelnite-spisatsi-izticha-na-11-april,Срокът за отстраняването на грешки в избирателните списъци изтича на 11 април,10.04.2026 | 07:25 ч.,,1,"Този ЦИК не може да бъде гарант за честни избори, там са кукли на конци, а кой дърпа конците на всички е ясно.",На бръснаря брат му,преди 1 ден,0,0,2026-04-11 17:04:54,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,121,Радев е еманация на презрението и подигравката на олигархията ни към нас останалите.,анонимен,преди 21 минути,0,0,2026-04-11 17:04:57,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,120,"tasi izvratena razvratna bg sadebna systema likvidirame totalno, vsichkiat personal uvolnenie i publichna zabrana za zaemane na vsiakakav vid deinost v darjavna bg administracia. snimkite i imenata im v black lista! ili ste ima masovi strelbi!",анонимен,преди 18 часа,2,0,2026-04-11 17:04:57,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,119,Баце продължи тяхното крадливо дело...,До 114,преди 18 часа,4,0,2026-04-11 17:04:57,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,118,Боташ.,Гол Хуев,преди 19 часа,9,1,2026-04-11 17:04:57,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,117,parvata dama na upravitela iztarvala konia v riakata...,анонимен,преди 19 часа,6,0,2026-04-11 17:04:57,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,116,"Толкова обичам бедните, че като дойда ще създам още повече такива!",Рундю,преди 21 часа,13,2,2026-04-11 17:04:57,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,115,rradevi sa obiknoveni christianski teroristi.,анонимен,преди 21 часа,6,0,2026-04-11 17:04:57,Negative
